BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath
3.9,ToxoDB-42_CsuisWienI,11767,6913,GFF,http://ToxoDB.org/common/downloads/release-42/CsuisWienI/gff/data/ToxoDB-42_CsuisWienI.gff,42,Cystoisospora suis strain Wien I,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Cystoisospora suis strain Wien I,ToxoDB 42 annotations for Cystoisospora suis strain Wien I,OrgDb,SQLiteFile,org.Cystoisospora_suis_strain_Wien_I.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Cystoisospora_suis_strain_Wien_I.toxo.db.sqlite
3.9,ToxoDB-42_EacervulinaHoughton,7037,5552,GFF,http://ToxoDB.org/common/downloads/release-42/EacervulinaHoughton/gff/data/ToxoDB-42_EacervulinaHoughton.gff,42,Eimeria acervulina Houghton,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Eimeria acervulina Houghton,ToxoDB 42 annotations for Eimeria acervulina Houghton,OrgDb,SQLiteFile,org.Eimeria_acervulina_Houghton.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Eimeria_acervulina_Houghton.toxo.db.sqlite
3.9,ToxoDB-42_EbrunettiHoughton,8893,5225,GFF,http://ToxoDB.org/common/downloads/release-42/EbrunettiHoughton/gff/data/ToxoDB-42_EbrunettiHoughton.gff,42,Eimeria brunetti Houghton,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Eimeria brunetti Houghton,ToxoDB 42 annotations for Eimeria brunetti Houghton,OrgDb,SQLiteFile,org.Eimeria_brunetti_Houghton.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Eimeria_brunetti_Houghton.toxo.db.sqlite
3.9,ToxoDB-42_EfalciformisBayerHaberkorn1970,6037,5172,GFF,http://ToxoDB.org/common/downloads/release-42/EfalciformisBayerHaberkorn1970/gff/data/ToxoDB-42_EfalciformisBayerHaberkorn1970.gff,42,Eimeria falciformis Bayer Haberkorn 1970,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Eimeria falciformis Bayer Haberkorn 1970,ToxoDB 42 annotations for Eimeria falciformis Bayer Haberkorn 1970,OrgDb,SQLiteFile,org.Eimeria_falciformis_Bayer_Haberkorn_1970.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Eimeria_falciformis_Bayer_Haberkorn_1970.toxo.db.sqlite
3.9,ToxoDB-42_EmaximaWeybridge,6249,4840,GFF,http://ToxoDB.org/common/downloads/release-42/EmaximaWeybridge/gff/data/ToxoDB-42_EmaximaWeybridge.gff,42,Eimeria maxima Weybridge,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Eimeria maxima Weybridge,ToxoDB 42 annotations for Eimeria maxima Weybridge,OrgDb,SQLiteFile,org.Eimeria_maxima_Weybridge.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Eimeria_maxima_Weybridge.toxo.db.sqlite
3.9,ToxoDB-42_EmitisHoughton,10254,5378,GFF,http://ToxoDB.org/common/downloads/release-42/EmitisHoughton/gff/data/ToxoDB-42_EmitisHoughton.gff,42,Eimeria mitis Houghton,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Eimeria mitis Houghton,ToxoDB 42 annotations for Eimeria mitis Houghton,OrgDb,SQLiteFile,org.Eimeria_mitis_Houghton.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Eimeria_mitis_Houghton.toxo.db.sqlite
3.9,ToxoDB-42_EnecatrixHoughton,8864,6824,GFF,http://ToxoDB.org/common/downloads/release-42/EnecatrixHoughton/gff/data/ToxoDB-42_EnecatrixHoughton.gff,42,Eimeria necatrix Houghton,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Eimeria necatrix Houghton,ToxoDB 42 annotations for Eimeria necatrix Houghton,OrgDb,SQLiteFile,org.Eimeria_necatrix_Houghton.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Eimeria_necatrix_Houghton.toxo.db.sqlite
3.9,ToxoDB-42_EpraecoxHoughton,7894,3764,GFF,http://ToxoDB.org/common/downloads/release-42/EpraecoxHoughton/gff/data/ToxoDB-42_EpraecoxHoughton.gff,42,Eimeria praecox Houghton,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Eimeria praecox Houghton,ToxoDB 42 annotations for Eimeria praecox Houghton,OrgDb,SQLiteFile,org.Eimeria_praecox_Houghton.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Eimeria_praecox_Houghton.toxo.db.sqlite
3.9,ToxoDB-42_EtenellaHoughton,8634,7252,GFF,http://ToxoDB.org/common/downloads/release-42/EtenellaHoughton/gff/data/ToxoDB-42_EtenellaHoughton.gff,42,Eimeria tenella strain Houghton,413949,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Eimeria tenella strain Houghton,ToxoDB 42 annotations for Eimeria tenella strain Houghton,OrgDb,SQLiteFile,org.Eimeria_tenella_strain_Houghton.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Eimeria_tenella_strain_Houghton.toxo.db.sqlite
3.9,ToxoDB-42_HhammondiHH34,8177,7577,GFF,http://ToxoDB.org/common/downloads/release-42/HhammondiHH34/gff/data/ToxoDB-42_HhammondiHH34.gff,42,Hammondia hammondi strain H.H.34,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Hammondia hammondi strain H.H.34,ToxoDB 42 annotations for Hammondia hammondi strain H.H.34,OrgDb,SQLiteFile,org.Hammondia_hammondi_strain_H_H_34.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Hammondia_hammondi_strain_H_H_34.toxo.db.sqlite
3.9,ToxoDB-42_NcaninumLIV,7266,7112,GFF,http://ToxoDB.org/common/downloads/release-42/NcaninumLIV/gff/data/ToxoDB-42_NcaninumLIV.gff,42,Neospora caninum Liverpool,572307,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Neospora caninum Liverpool,ToxoDB 42 annotations for Neospora caninum Liverpool,OrgDb,SQLiteFile,org.Neospora_caninum_Liverpool.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Neospora_caninum_Liverpool.toxo.db.sqlite
3.9,ToxoDB-42_SneuronaSN3,7089,5452,GFF,http://ToxoDB.org/common/downloads/release-42/SneuronaSN3/gff/data/ToxoDB-42_SneuronaSN3.gff,42,Sarcocystis neurona SN3,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Sarcocystis neurona SN3,ToxoDB 42 annotations for Sarcocystis neurona SN3,OrgDb,SQLiteFile,org.Sarcocystis_neurona_SN3.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Sarcocystis_neurona_SN3.toxo.db.sqlite
3.9,ToxoDB-42_SneuronaSOSN1,7174,5533,GFF,http://ToxoDB.org/common/downloads/release-42/SneuronaSOSN1/gff/data/ToxoDB-42_SneuronaSOSN1.gff,42,Sarcocystis neurona SO SN1,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Sarcocystis neurona SO SN1,ToxoDB 42 annotations for Sarcocystis neurona SO SN1,OrgDb,SQLiteFile,org.Sarcocystis_neurona_SO_SN1.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Sarcocystis_neurona_SO_SN1.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiARI,10148,9810,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiARI/gff/data/ToxoDB-42_TgondiiARI.gff,42,Toxoplasma gondii ARI,1074872,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii ARI,ToxoDB 42 annotations for Toxoplasma gondii ARI,OrgDb,SQLiteFile,org.Toxoplasma_gondii_ARI.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_ARI.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiCAST,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiCAST/gff/data/ToxoDB-42_TgondiiCAST.gff,42,Toxoplasma gondii CAST,943122,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii CAST,ToxoDB 42 annotations for Toxoplasma gondii CAST,OrgDb,SQLiteFile,org.Toxoplasma_gondii_CAST.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_CAST.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiCOUG,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiCOUG/gff/data/ToxoDB-42_TgondiiCOUG.gff,42,Toxoplasma gondii COUG,1074873,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii COUG,ToxoDB 42 annotations for Toxoplasma gondii COUG,OrgDb,SQLiteFile,org.Toxoplasma_gondii_COUG.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_COUG.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiCtCo5,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiCtCo5/gff/data/ToxoDB-42_TgondiiCtCo5.gff,42,Toxoplasma gondii CtCo5,1194599,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii CtCo5,ToxoDB 42 annotations for Toxoplasma gondii CtCo5,OrgDb,SQLiteFile,org.Toxoplasma_gondii_CtCo5.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_CtCo5.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiFOU,10297,9980,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiFOU/gff/data/ToxoDB-42_TgondiiFOU.gff,42,Toxoplasma gondii FOU,943167,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii FOU,ToxoDB 42 annotations for Toxoplasma gondii FOU,OrgDb,SQLiteFile,org.Toxoplasma_gondii_FOU.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_FOU.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiGAB2-2007-GAL-DOM2,9296,8986,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiGAB2-2007-GAL-DOM2/gff/data/ToxoDB-42_TgondiiGAB2-2007-GAL-DOM2.gff,42,Toxoplasma gondii GAB2-2007-GAL-DOM2,1130820,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii GAB2-2007-GAL-DOM2,ToxoDB 42 annotations for Toxoplasma gondii GAB2-2007-GAL-DOM2,OrgDb,SQLiteFile,org.Toxoplasma_gondii_GAB2-2007-GAL-DOM2.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_GAB2-2007-GAL-DOM2.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiGT1,8637,8423,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiGT1/gff/data/ToxoDB-42_TgondiiGT1.gff,42,Toxoplasma gondii GT1,507601,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii GT1,ToxoDB 42 annotations for Toxoplasma gondii GT1,OrgDb,SQLiteFile,org.Toxoplasma_gondii_GT1.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_GT1.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiMAS,10176,9865,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiMAS/gff/data/ToxoDB-42_TgondiiMAS.gff,42,Toxoplasma gondii MAS,943118,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii MAS,ToxoDB 42 annotations for Toxoplasma gondii MAS,OrgDb,SQLiteFile,org.Toxoplasma_gondii_MAS.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_MAS.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiME49,8920,8315,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiME49/gff/data/ToxoDB-42_TgondiiME49.gff,42,Toxoplasma gondii ME49,508771,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii ME49,ToxoDB 42 annotations for Toxoplasma gondii ME49,OrgDb,SQLiteFile,org.Toxoplasma_gondii_ME49.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_ME49.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiRH,63,26,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiRH/gff/data/ToxoDB-42_TgondiiRH.gff,42,Toxoplasma gondii RH,383379,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii RH,ToxoDB 42 annotations for Toxoplasma gondii RH,OrgDb,SQLiteFile,org.Toxoplasma_gondii_RH.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_RH.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiRUB,10213,9874,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiRUB/gff/data/ToxoDB-42_TgondiiRUB.gff,42,Toxoplasma gondii RUB,935652,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii RUB,ToxoDB 42 annotations for Toxoplasma gondii RUB,OrgDb,SQLiteFile,org.Toxoplasma_gondii_RUB.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_RUB.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiTgCATBr5,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiTgCATBr5/gff/data/ToxoDB-42_TgondiiTgCATBr5.gff,42,Toxoplasma gondii TgCATBr5,943121,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii TgCATBr5,ToxoDB 42 annotations for Toxoplasma gondii TgCATBr5,OrgDb,SQLiteFile,org.Toxoplasma_gondii_TgCATBr5.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_TgCATBr5.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiTgCATBr9,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiTgCATBr9/gff/data/ToxoDB-42_TgondiiTgCATBr9.gff,42,Toxoplasma gondii TgCATBr9,943120,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii TgCATBr9,ToxoDB 42 annotations for Toxoplasma gondii TgCATBr9,OrgDb,SQLiteFile,org.Toxoplasma_gondii_TgCATBr9.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_TgCATBr9.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiTgCatPRC2,10300,9952,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiTgCatPRC2/gff/data/ToxoDB-42_TgondiiTgCatPRC2.gff,42,Toxoplasma gondii TgCatPRC2,1130821,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii TgCatPRC2,ToxoDB 42 annotations for Toxoplasma gondii TgCatPRC2,OrgDb,SQLiteFile,org.Toxoplasma_gondii_TgCatPRC2.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_TgCatPRC2.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiTgCkUg2,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiTgCkUg2/gff/data/ToxoDB-42_TgondiiTgCkUg2.gff,42,Toxoplasma gondii TgCkUg2,NA,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii TgCkUg2,ToxoDB 42 annotations for Toxoplasma gondii TgCkUg2,OrgDb,SQLiteFile,org.Toxoplasma_gondii_TgCkUg2.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_TgCkUg2.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiVAND,9426,9181,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiVAND/gff/data/ToxoDB-42_TgondiiVAND.gff,42,Toxoplasma gondii VAND,933077,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii VAND,ToxoDB 42 annotations for Toxoplasma gondii VAND,OrgDb,SQLiteFile,org.Toxoplasma_gondii_VAND.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_VAND.toxo.db.sqlite
3.9,ToxoDB-42_TgondiiVEG,8563,8378,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiVEG/gff/data/ToxoDB-42_TgondiiVEG.gff,42,Toxoplasma gondii VEG,432359,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii VEG,ToxoDB 42 annotations for Toxoplasma gondii VEG,OrgDb,SQLiteFile,org.Toxoplasma_gondii_VEG.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_VEG.toxo.db.sqlite
3.9,ToxoDB-42_Tgondiip89,9874,9593,GFF,http://ToxoDB.org/common/downloads/release-42/Tgondiip89/gff/data/ToxoDB-42_Tgondiip89.gff,42,Toxoplasma gondii p89,943119,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis",Genome wide annotations for Toxoplasma gondii p89,ToxoDB 42 annotations for Toxoplasma gondii p89,OrgDb,SQLiteFile,org.Toxoplasma_gondii_p89.toxo.db.sqlite,EuPathDB/OrgDb/3.9/org.Toxoplasma_gondii_p89.toxo.db.sqlite
3.9,TrichDB-42_TvaginalisG3,98611,97312,GFF,http://TrichDB.org/common/downloads/release-42/TvaginalisG3/gff/data/TrichDB-42_TvaginalisG3.gff,42,Trichomonas vaginalis G3,412133,TRUE,TrichDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trichomonas",Genome wide annotations for Trichomonas vaginalis G3,TrichDB 42 annotations for Trichomonas vaginalis G3,OrgDb,SQLiteFile,org.Trichomonas_vaginalis_G3.trich.db.sqlite,EuPathDB/OrgDb/3.9/org.Trichomonas_vaginalis_G3.trich.db.sqlite
3.9,TriTrypDB-42_BayalaiB08-376,8126,7287,GFF,http://TriTrypDB.org/common/downloads/release-42/BayalaiB08-376/gff/data/TriTrypDB-42_BayalaiB08-376.gff,42,Blechomonas ayalai B08-376,NA,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania",Genome wide annotations for Blechomonas ayalai B08-376,TriTrypDB 42 annotations for Blechomonas ayalai B08-376,OrgDb,SQLiteFile,org.Blechomonas_ayalai_B08-376.tritryp.db.sqlite,EuPathDB/OrgDb/3.9/org.Blechomonas_ayalai_B08-376.tritryp.db.sqlite
3.9,TriTrypDB-42_BsaltansLakeKonstanz,18222,13059,GFF,http://TriTrypDB.org/common/downloads/release-42/BsaltansLakeKonstanz/gff/data/TriTrypDB-42_BsaltansLakeKonstanz.gff,42,Bodo saltans strain Lake Konstanz,NA,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania",Genome wide annotations for Bodo saltans strain Lake Konstanz,TriTrypDB 42 annotations for Bodo saltans strain Lake Konstanz,OrgDb,SQLiteFile,org.Bodo_saltans_strain_Lake_Konstanz.tritryp.db.sqlite,EuPathDB/OrgDb/3.9/org.Bodo_saltans_strain_Lake_Konstanz.tritryp.db.sqlite
3.9,TriTrypDB-42_CfasciculataCfCl,9619,9153,GFF,http://TriTrypDB.org/common/downloads/release-42/CfasciculataCfCl/gff/data/TriTrypDB-42_CfasciculataCfCl.gff,42,Crithidia fasciculata strain Cf-Cl,NA,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania",Genome wide annotations for Crithidia fasciculata strain Cf-Cl,TriTrypDB 42 annotations for Crithidia fasciculata strain Cf-Cl,OrgDb,SQLiteFile,org.Crithidia_fasciculata_strain_Cf-Cl.tritryp.db.sqlite,EuPathDB/OrgDb/3.9/org.Crithidia_fasciculata_strain_Cf-Cl.tritryp.db.sqlite
3.9,TriTrypDB-42_EmonterogeiiLV88,8414,8132,GFF,http://TriTrypDB.org/common/downloads/release-42/EmonterogeiiLV88/gff/data/TriTrypDB-42_EmonterogeiiLV88.gff,42,Endotrypanum monterogeii strain LV88,NA,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania",Genome wide annotations for Endotrypanum monterogeii strain LV88,TriTrypDB 42 annotations for Endotrypanum monterogeii strain LV88,OrgDb,SQLiteFile,org.Endotrypanum_monterogeii_strain_LV88.tritryp.db.sqlite,EuPathDB/OrgDb/3.9/org.Endotrypanum_monterogeii_strain_LV88.tritryp.db.sqlite
3.9,TriTrypDB-42_LaethiopicaL147,8826,8630,GFF,http://TriTrypDB.org/common/downloads/release-42/LaethiopicaL147/gff/data/TriTrypDB-42_LaethiopicaL147.gff,42,Leishmania aethiopica L147,1206056,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania",Genome wide annotations for Leishmania aethiopica L147,TriTrypDB 42 annotations for Leishmania aethiopica L147,OrgDb,SQLiteFile,org.Leishmania_aethiopica_L147.tritryp.db.sqlite,EuPathDB/OrgDb/3.9/org.Leishmania_aethiopica_L147.tritryp.db.sqlite
3.9,TriTrypDB-42_LamazonensisMHOMBR71973M2269,8127,7916,GFF,http://TriTrypDB.org/common/downloads/release-42/LamazonensisMHOMBR71973M2269/gff/data/TriTrypDB-42_LamazonensisMHOMBR71973M2269.gff,42,Leishmania amazonensis MHOM/BR/71973/M2269,NA,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania",Genome wide annotations for Leishmania amazonensis MHOM/BR/71973/M2269,TriTrypDB 42 annotations for Leishmania amazonensis MHOM/BR/71973/M2269,OrgDb,SQLiteFile,org.Leishmania_amazonensis_MHOM_BR_71973_M2269.tritryp.db.sqlite,EuPathDB/OrgDb/3.9/org.Leishmania_amazonensis_MHOM_BR_71973_M2269.tritryp.db.sqlite
3.9,TriTrypDB-42_LarabicaLEM1108,8755,8572,GFF,http://TriTrypDB.org/common/downloads/release-42/LarabicaLEM1108/gff/data/TriTrypDB-42_LarabicaLEM1108.gff,42,Leishmania arabica strain LEM1108,NA,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania",Genome wide annotations for Leishmania arabica strain LEM1108,TriTrypDB 42 annotations for Leishmania arabica strain LEM1108,OrgDb,SQLiteFile,org.Leishmania_arabica_strain_LEM1108.tritryp.db.sqlite,EuPathDB/OrgDb/3.9/org.Leishmania_arabica_strain_LEM1108.tritryp.db.sqlite
3.9,TriTrypDB-42_LbraziliensisMHOMBR75M2903,9379,9080,GFF,http://TriTrypDB.org/common/downloads/release-42/LbraziliensisMHOMBR75M2903/gff/data/TriTrypDB-42_LbraziliensisMHOMBR75M2903.gff,42,Leishmania braziliensis MHOM/BR/75/M2903,1295825,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania",Genome wide annotations for Leishmania braziliensis MHOM/BR/75/M2903,TriTrypDB 42 annotations for Leishmania braziliensis MHOM/BR/75/M2903,OrgDb,SQLiteFile,org.Leishmania_braziliensis_MHOM_BR_75_M2903.tritryp.db.sqlite,EuPathDB/OrgDb/3.9/org.Leishmania_braziliensis_MHOM_BR_75_M2903.tritryp.db.sqlite
